image_path,class
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1003.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes670.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2493.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1372.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes476.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash148.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1771.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological305.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery415.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1494.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard255.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes290.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic116.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2332.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard411.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes593.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal531.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1282.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1231.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2864.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery710.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2569.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic379.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery395.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery99.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes924.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery642.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard36.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3516.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3045.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1922.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4837.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard617.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper591.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes745.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass146.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard891.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3968.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard35.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes20.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes227.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1721.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper417.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological703.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes926.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3702.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5022.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1412.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic554.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1883.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal695.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard80.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal453.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4385.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3155.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal697.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass251.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4692.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2625.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal73.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass482.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1063.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic502.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes487.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes426.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2726.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2229.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes910.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological748.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3961.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal15.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4658.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal389.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4682.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4108.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3520.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological943.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4856.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1902.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard38.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes168.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery587.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1140.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3099.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes225.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass605.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery362.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash374.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes626.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes37.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological957.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2765.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes669.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3126.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic144.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3918.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal296.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard724.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery540.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass68.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5137.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5060.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes444.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass121.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes695.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2590.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1699.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard650.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1694.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2603.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard173.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2773.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper667.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery563.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1158.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3293.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal267.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery384.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1019.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4597.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes847.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery654.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery691.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard47.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes130.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery917.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1181.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper880.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery536.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3530.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes325.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass128.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes175.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass655.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4347.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery549.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1446.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4348.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass327.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard397.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4150.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1956.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1167.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard883.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper176.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper192.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1347.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper120.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3663.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass494.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery530.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological746.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes433.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3787.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1191.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard376.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery566.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash118.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery769.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass393.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes601.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash147.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass501.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4369.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass416.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes798.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes668.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass456.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper892.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery671.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1829.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological430.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes224.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass138.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass311.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper226.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes583.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1206.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery314.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2406.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass342.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4036.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1751.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic796.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes477.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes27.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass458.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic593.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass23.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic449.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2394.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic802.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery65.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3844.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard341.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological252.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes357.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes38.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological728.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4475.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass114.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4671.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes594.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash177.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery690.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass131.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal523.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3748.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass358.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1397.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1151.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2824.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard595.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes337.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash197.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass533.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard547.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes858.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard828.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological826.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3383.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4676.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5108.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3946.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass44.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological900.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4341.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard736.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4985.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2056.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4239.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1121.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes411.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes889.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash239.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes8.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes543.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1128.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1371.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass109.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4801.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes50.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1960.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal221.jpg,metal
